reporting_period,maintenance_activity,maintenance_asset_subcategory,source_currency_unit,routine_maintenance_expenditure,non_routine_maintenance_expenditure,source_workbook,source_sheet,source_row
2023-24,Transmission lines maintenance,Transmission towers,$,4904687.0,8339590.0,Transgrid 2023-24 - Category Analysis - RIN Response - Consolidated - 31 October 2024 - PUBLIC(17496053.2).xlsx,2.8 Maintenance,51
2023-24,Transmission lines maintenance,Transmission tower support structures,$,,,Transgrid 2023-24 - Category Analysis - RIN Response - Consolidated - 31 October 2024 - PUBLIC(17496053.2).xlsx,2.8 Maintenance,52
2023-24,Transmission lines maintenance,Conductors,$,30327.0,697621.0,Transgrid 2023-24 - Category Analysis - RIN Response - Consolidated - 31 October 2024 - PUBLIC(17496053.2).xlsx,2.8 Maintenance,53
2023-24,Transmission lines maintenance,Transmission cables,$,673999.0,221566.0,Transgrid 2023-24 - Category Analysis - RIN Response - Consolidated - 31 October 2024 - PUBLIC(17496053.2).xlsx,2.8 Maintenance,54
2023-24,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),$,1443408.0,2857558.0,Transgrid 2023-24 - Category Analysis - RIN Response - Consolidated - 31 October 2024 - PUBLIC(17496053.2).xlsx,2.8 Maintenance,55
2023-24,Substations equipment & property maintenance,Substation power transformers,$,1740202.0,1731508.0,Transgrid 2023-24 - Category Analysis - RIN Response - Consolidated - 31 October 2024 - PUBLIC(17496053.2).xlsx,2.8 Maintenance,56
2023-24,Substations equipment & property maintenance,Substation property,$,6745046.0,4178675.0,Transgrid 2023-24 - Category Analysis - RIN Response - Consolidated - 31 October 2024 - PUBLIC(17496053.2).xlsx,2.8 Maintenance,57
2023-24,SCADA & network control maintenance,SCADA & network control maintenance,$,244307.0,734891.0,Transgrid 2023-24 - Category Analysis - RIN Response - Consolidated - 31 October 2024 - PUBLIC(17496053.2).xlsx,2.8 Maintenance,58
2023-24,Protection systems maintenance,Protection systems maintenance,$,981666.0,872758.0,Transgrid 2023-24 - Category Analysis - RIN Response - Consolidated - 31 October 2024 - PUBLIC(17496053.2).xlsx,2.8 Maintenance,59
2023-24,Other maintenance activity ,Metering,$,532963.0,224549.0,Transgrid 2023-24 - Category Analysis - RIN Response - Consolidated - 31 October 2024 - PUBLIC(17496053.2).xlsx,2.8 Maintenance,60
2023-24,,Communications,$,345441.0,1626967.0,Transgrid 2023-24 - Category Analysis - RIN Response - Consolidated - 31 October 2024 - PUBLIC(17496053.2).xlsx,2.8 Maintenance,61
