reporting_period,maintenance_activity,maintenance_asset_category,measure_asset_quantity,source_unit,asset_quantity_at_year_end,quantity_inspected_maintained,average_age_of_asset_group,inspection_cycle_years,maintenance_cycle_years,source_workbook,source_sheet,source_row
2022-23,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,number,129.0,129.0,31.28,0.5,0,Powerlink 2022-23 - Category Analysis - RIN Response - Consolidated - 27 October 2023 - PUBLIC(15996094.1).xlsx,2.8 Maintenance,19
2022-23,SCADA & network control maintenance,SCADA & network control maintenance,Comms & SCADA equipment,,6378.0,6378.0,12.54,1.0,0,Powerlink 2022-23 - Category Analysis - RIN Response - Consolidated - 27 October 2023 - PUBLIC(15996094.1).xlsx,2.8 Maintenance,20
2022-23,Protection systems maintenance,Protection systems maintenance,Protection relays,,4901.0,4901.0,12.23,6.0,0,Powerlink 2022-23 - Category Analysis - RIN Response - Consolidated - 27 October 2023 - PUBLIC(15996094.1).xlsx,2.8 Maintenance,21
2022-23,Other maintenance activity ,Transmission tower support structures,Insulator Strings,,168191.0,1470.0,17.51,5.72,0,Powerlink 2022-23 - Category Analysis - RIN Response - Consolidated - 27 October 2023 - PUBLIC(15996094.1).xlsx,2.8 Maintenance,22
2022-23,,Corridor maintenance (non veg),Route length,km,9645.0,2789.0,34.09,1.0,0,Powerlink 2022-23 - Category Analysis - RIN Response - Consolidated - 27 October 2023 - PUBLIC(15996094.1).xlsx,2.8 Maintenance,23
2023-24,Transmission lines maintenance,Transmission towers,Number of towers,number,23626.0,23626.0,35.04,1.0,0,Powerlink 2023-24 - Category Analysis - RIN Response - Consolidated - 28 October 2024 - PUBLIC(17452408.1).xlsx,2.8 Maintenance,13
2023-24,Transmission lines maintenance,Transmission tower support structures,Number of towers,number,23626.0,23626.0,35.04,1.0,0,Powerlink 2023-24 - Category Analysis - RIN Response - Consolidated - 28 October 2024 - PUBLIC(17452408.1).xlsx,2.8 Maintenance,14
2023-24,Transmission lines maintenance,Conductors,Route length,km,9640.0,9640.0,32.94,1.0,0,Powerlink 2023-24 - Category Analysis - RIN Response - Consolidated - 28 October 2024 - PUBLIC(17452408.1).xlsx,2.8 Maintenance,15
2023-24,Transmission lines maintenance,Transmission cables,Route length,km,20.24,20.24,26.07,1.0,0,Powerlink 2023-24 - Category Analysis - RIN Response - Consolidated - 28 October 2024 - PUBLIC(17452408.1).xlsx,2.8 Maintenance,16
2023-24,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,number,1493.0,1493.0,19.56,0.5,6,Powerlink 2023-24 - Category Analysis - RIN Response - Consolidated - 28 October 2024 - PUBLIC(17452408.1).xlsx,2.8 Maintenance,17
2023-24,Substations equipment & property maintenance,Substation power transformers,Number of transformers,number,197.0,197.0,21.22,0.5,6,Powerlink 2023-24 - Category Analysis - RIN Response - Consolidated - 28 October 2024 - PUBLIC(17452408.1).xlsx,2.8 Maintenance,18
2023-24,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,number,130.0,130.0,32.03,0.5,0,Powerlink 2023-24 - Category Analysis - RIN Response - Consolidated - 28 October 2024 - PUBLIC(17452408.1).xlsx,2.8 Maintenance,19
2023-24,SCADA & network control maintenance,SCADA & network control maintenance,Equipment Count,,6303.0,6303.0,12.531,1.0,0,Powerlink 2023-24 - Category Analysis - RIN Response - Consolidated - 28 October 2024 - PUBLIC(17452408.1).xlsx,2.8 Maintenance,20
2023-24,Protection systems maintenance,Protection systems maintenance,Equipment Count,,4879.0,4879.0,12.5628,6.0,0,Powerlink 2023-24 - Category Analysis - RIN Response - Consolidated - 28 October 2024 - PUBLIC(17452408.1).xlsx,2.8 Maintenance,21
2023-24,Other maintenance activity ,Transmission Towers Support,Insulator Strings (000's),,168.8,1.489,18.74,5.668,0,Powerlink 2023-24 - Category Analysis - RIN Response - Consolidated - 28 October 2024 - PUBLIC(17452408.1).xlsx,2.8 Maintenance,22
2023-24,,Corridor Maintenance (Non-Veg),Route length,km,9648.0,3416.0,35.04,1.0,0,Powerlink 2023-24 - Category Analysis - RIN Response - Consolidated - 28 October 2024 - PUBLIC(17452408.1).xlsx,2.8 Maintenance,23
2018-19,Transmission lines maintenance,Transmission towers,Number of towers,0's,37276.0,7491.0,38.20396501770576,5.041950449116573,5.3387313650979245,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,12
2018-19,Transmission lines maintenance,Transmission tower support structures,Number of towers,0's,,,,,,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,13
2018-19,Transmission lines maintenance,Conductors,Route length,km,11258.806083333333,6285.280250000001,41.902472328185944,7.778307062381246,0.0,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,14
2018-19,Transmission lines maintenance,Transmission cables,Route length,km,70.01499999999999,66.39799999999998,15.598181669164491,0.09673270274438911,1.4835392415910882,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,15
2018-19,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,0's,2273.0,672.0,30.56577210734712,0.5,5.340773873123715,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,16
2018-19,Substations equipment & property maintenance,Substation power transformers,Number of transformers,0's,218.0,210.0,22.86697247706422,0.5,5.10091743119266,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,17
2018-19,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,0's,94.0,94.0,35.680851063829785,0.5851063829787234,0.25,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,18
2018-19,SCADA & network control maintenance,SCADA & network control maintenance,Number,0's,1887.0,160.0,8.15,,,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,19
2018-19,Protection systems maintenance,Protection systems maintenance,Number of main protection assets,0's,3125.0,1251.0,14.92,,6.27,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,20
2018-19,Other maintenance activity ,Metering,Number,0's,828.0,318.0,7.14,2.5,5.0,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,21
2018-19,,Communications,Number,0's,1806.0,1257.0,6.36,0.5,3.0,Transgrid 2018-19 - Category Analysis - RIN Response - Consolidated - 31 October 2019 - PUBLIC D19-175594.XLSM.xlsx,2.8 Maintenance,22
2019-20,Transmission lines maintenance,Transmission towers,Number of towers,0's,37282.0,13784.0,38.54656403,5.087986,5.065677,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,12
2019-20,Transmission lines maintenance,Transmission tower support structures,Number of towers,0's,,,,,,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,13
2019-20,Transmission lines maintenance,Conductors,Route length,km,11262.39089,2050.748667,42.83425168,3.441036,0.0,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,14
2019-20,Transmission lines maintenance,Transmission cables,Route length,km,70.165,70.165,15.6,0.1,1.5,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,15
2019-20,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,0's,2276.0,608.0,31.3,0.5,5.7,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,16
2019-20,Substations equipment & property maintenance,Substation power transformers,Number of transformers,0's,218.0,210.0,23.9,0.5,5.4,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,17
2019-20,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,0's,94.0,94.0,36.7,0.5,0.3,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,18
2019-20,SCADA & network control maintenance,SCADA & network control maintenance,Number,0's,1894.0,167.0,9.17,,,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,19
2019-20,Protection systems maintenance,Protection systems maintenance,Number of main protection assets,0's,3148.0,778.0,15.56,,6.3,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,20
2019-20,Other maintenance activity ,Metering Systems,Number,0's,837.0,451.0,7.93,2.5,5.0,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,21
2019-20,,Communications,Number,0's,1765.0,1035.0,7.13,0.5,3.0,"TransGrid 2019-20 - Category Analysis - RIN Response - Consolidated - 30 October 2020 - PUBLIC (#11,665,158).xlsx",2.8 Maintenance,22
2020-21,Transmission lines maintenance,Transmission towers,Number of towers,0's,37305.0,8340.0,39.05337086,5.610796244,5.253979416,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,12
2020-21,Transmission lines maintenance,Transmission tower support structures,Number of towers,0's,,,,,,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,13
2020-21,Transmission lines maintenance,Conductors,Route length,km,11241.0,9085.0,43.78200132,3.417180641,,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,14
2020-21,Transmission lines maintenance,Transmission cables,Route length,km,70.165,70.165,16.44536683,0.100206108,1.480367705,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,15
2020-21,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,0's,2282.0,581.0,32.1,0.5,5.4,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,16
2020-21,Substations equipment & property maintenance,Substation power transformers,Number of transformers,0's,215.0,195.0,24.0,0.5,5.5,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,17
2020-21,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,0's,95.0,94.0,36.3,0.5,0.3,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,18
2020-21,SCADA & network control maintenance,SCADA & network control maintenance,Number,0's,1875.0,161.0,10.1,,,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,19
2020-21,Protection systems maintenance,Protection systems maintenance,Number,0's,3158.0,640.0,15.7,,6.3,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,20
2020-21,Other maintenance activity ,Metering Systems,Number,0's,842.0,476.0,8.8,2.5,5.0,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,21
2020-21,,Communications,Number,0's,1804.0,730.0,7.9,0.5,3.0,TransGrid 2020-21 - Category Analysis - RIN Response - Consolidated - 29 October 2021 - PUBLIC(13029988.1).xlsx,2.8 Maintenance,22
2021-22,Transmission lines maintenance,Transmission towers,Number of towers,0's,37315.0,12284.0,39.73788021,5.62,5.15,Transgrid 2021-22 - Category Analysis - RIN Response - Consolidated - 31 October 2022 - PUBLIC(14550262.2).xlsx,2.8 Maintenance,12
2021-22,Transmission lines maintenance,Transmission tower support structures,Number of towers,0's,,,,,,Transgrid 2021-22 - Category Analysis - RIN Response - Consolidated - 31 October 2022 - PUBLIC(14550262.2).xlsx,2.8 Maintenance,13
2021-22,Transmission lines maintenance,Conductors,Route length,km,11239.31,86.154,44.75390019,3.44,0.0,Transgrid 2021-22 - Category Analysis - RIN Response - Consolidated - 31 October 2022 - PUBLIC(14550262.2).xlsx,2.8 Maintenance,14
2021-22,Transmission lines maintenance,Transmission cables,Route length,km,90.785,90.785,17.18499201,0.083339335,1.814286501,Transgrid 2021-22 - Category Analysis - RIN Response - Consolidated - 31 October 2022 - PUBLIC(14550262.2).xlsx,2.8 Maintenance,15
2021-22,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,0's,2325.0,494.0,33.0,0.5,5.9,Transgrid 2021-22 - Category Analysis - RIN Response - Consolidated - 31 October 2022 - PUBLIC(14550262.2).xlsx,2.8 Maintenance,16
2021-22,Substations equipment & property maintenance,Substation power transformers,Number of transformers,0's,208.0,192.0,19.7,0.5,5.5,Transgrid 2021-22 - Category Analysis - RIN Response - Consolidated - 31 October 2022 - PUBLIC(14550262.2).xlsx,2.8 Maintenance,17
2021-22,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,0's,95.0,94.0,38.3,0.5,0.3,Transgrid 2021-22 - Category Analysis - RIN Response - Consolidated - 31 October 2022 - PUBLIC(14550262.2).xlsx,2.8 Maintenance,18
2021-22,SCADA & network control maintenance,SCADA & network control maintenance,Number,0's,1883.0,222.0,11.1,,,Transgrid 2021-22 - Category Analysis - RIN Response - Consolidated - 31 October 2022 - PUBLIC(14550262.2).xlsx,2.8 Maintenance,19
2021-22,Protection systems maintenance,Protection systems maintenance,Number,0's,3227.0,767.0,15.6,,6.4,Transgrid 2021-22 - Category Analysis - RIN Response - Consolidated - 31 October 2022 - PUBLIC(14550262.2).xlsx,2.8 Maintenance,20
2021-22,Other maintenance activity ,Metering,Number,0's,839.0,622.0,9.5,2.5,5.0,Transgrid 2021-22 - Category Analysis - RIN Response - Consolidated - 31 October 2022 - PUBLIC(14550262.2).xlsx,2.8 Maintenance,21
2021-22,,Communications,Number,0's,1779.0,820.0,8.7,0.7,3.0,Transgrid 2021-22 - Category Analysis - RIN Response - Consolidated - 31 October 2022 - PUBLIC(14550262.2).xlsx,2.8 Maintenance,22
2021-22,,Bushfire Remediation,Number,0's,,,,,,Transgrid 2021-22 - Category Analysis - RIN Response - Consolidated - 31 October 2022 - PUBLIC(14550262.2).xlsx,2.8 Maintenance,23
2022-23,Transmission lines maintenance,Transmission towers,Number of towers,number,37308.0,9499.0,40.56,5.45,5.01,Transgrid 2022-23 - Category analysis - RIN response - Consolidated - 31 October 2023 - PUBLIC(15993699.2).xlsx,2.8 Maintenance,13
2022-23,Transmission lines maintenance,Transmission tower support structures,Number of towers,number,,,,,,Transgrid 2022-23 - Category analysis - RIN response - Consolidated - 31 October 2023 - PUBLIC(15993699.2).xlsx,2.8 Maintenance,14
2022-23,Transmission lines maintenance,Conductors,Route length,km,11233.24,3587.0,45.77437032,3.39,,Transgrid 2022-23 - Category analysis - RIN response - Consolidated - 31 October 2023 - PUBLIC(15993699.2).xlsx,2.8 Maintenance,15
2022-23,Transmission lines maintenance,Transmission cables,Route length,km,90.785,90.785,18.18499201,0.086848612,1.814286501,Transgrid 2022-23 - Category analysis - RIN response - Consolidated - 31 October 2023 - PUBLIC(15993699.2).xlsx,2.8 Maintenance,16
2022-23,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,number,2341.0,516.0,33.6,0.5,5.7,Transgrid 2022-23 - Category analysis - RIN response - Consolidated - 31 October 2023 - PUBLIC(15993699.2).xlsx,2.8 Maintenance,17
2022-23,Substations equipment & property maintenance,Substation power transformers,Number of transformers,number,215.0,202.0,20.2,0.5,5.5,Transgrid 2022-23 - Category analysis - RIN response - Consolidated - 31 October 2023 - PUBLIC(15993699.2).xlsx,2.8 Maintenance,18
2022-23,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,number,96.0,96.0,38.9,0.5,0.3,Transgrid 2022-23 - Category analysis - RIN response - Consolidated - 31 October 2023 - PUBLIC(15993699.2).xlsx,2.8 Maintenance,19
2022-23,SCADA & network control maintenance,SCADA & network control maintenance,Number,0's,1977.0,173.0,12.0,,,Transgrid 2022-23 - Category analysis - RIN response - Consolidated - 31 October 2023 - PUBLIC(15993699.2).xlsx,2.8 Maintenance,20
2022-23,Protection systems maintenance,Protection systems maintenance,Number,0's,3240.0,1021.0,15.6,,6.4,Transgrid 2022-23 - Category analysis - RIN response - Consolidated - 31 October 2023 - PUBLIC(15993699.2).xlsx,2.8 Maintenance,21
2022-23,Other maintenance activity ,Metering,Number,0's,855.0,540.0,10.2,2.5,5.0,Transgrid 2022-23 - Category analysis - RIN response - Consolidated - 31 October 2023 - PUBLIC(15993699.2).xlsx,2.8 Maintenance,22
2022-23,,Communications,Number,0's,1787.0,981.0,9.6,0.7,3.0,Transgrid 2022-23 - Category analysis - RIN response - Consolidated - 31 October 2023 - PUBLIC(15993699.2).xlsx,2.8 Maintenance,23
2023-24,Transmission lines maintenance,Transmission towers,Number of towers,number,37310.0,11506.0,41.45770571,5.61,5.41,Transgrid 2023-24 - Category Analysis - RIN Response - Consolidated - 31 October 2024 - PUBLIC(17496053.2).xlsx,2.8 Maintenance,13
2023-24,Transmission lines maintenance,Transmission tower support structures,Number of towers,number,,,,,,Transgrid 2023-24 - Category Analysis - RIN Response - Consolidated - 31 October 2024 - PUBLIC(17496053.2).xlsx,2.8 Maintenance,14
2023-24,Transmission lines maintenance,Conductors,Route length,km,11230.22,40.6,46.6636156,3.29,,Transgrid 2023-24 - Category Analysis - RIN Response - Consolidated - 31 October 2024 - PUBLIC(17496053.2).xlsx,2.8 Maintenance,15
2023-24,Transmission lines maintenance,Transmission cables,Route length,km,90.785,90.785,19.18499201,0.086848612,1.814286501,Transgrid 2023-24 - Category Analysis - RIN Response - Consolidated - 31 October 2024 - PUBLIC(17496053.2).xlsx,2.8 Maintenance,16
2023-24,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,number,2350.0,252.0,34.4,0.5,5.9,Transgrid 2023-24 - Category Analysis - RIN Response - Consolidated - 31 October 2024 - PUBLIC(17496053.2).xlsx,2.8 Maintenance,17
2023-24,Substations equipment & property maintenance,Substation power transformers,Number of transformers,number,215.0,206.0,21.0,0.5,5.5,Transgrid 2023-24 - Category Analysis - RIN Response - Consolidated - 31 October 2024 - PUBLIC(17496053.2).xlsx,2.8 Maintenance,18
2023-24,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,number,96.0,95.0,39.9,0.5,0.3,Transgrid 2023-24 - Category Analysis - RIN Response - Consolidated - 31 October 2024 - PUBLIC(17496053.2).xlsx,2.8 Maintenance,19
2023-24,SCADA & network control maintenance,SCADA & network control maintenance,Number of main control assets,0's,2046.0,196.0,12.6,,,Transgrid 2023-24 - Category Analysis - RIN Response - Consolidated - 31 October 2024 - PUBLIC(17496053.2).xlsx,2.8 Maintenance,20
2023-24,Protection systems maintenance,Protection systems maintenance,Number of main protection assets,0's,3286.0,893.0,15.6,,6.5,Transgrid 2023-24 - Category Analysis - RIN Response - Consolidated - 31 October 2024 - PUBLIC(17496053.2).xlsx,2.8 Maintenance,21
2023-24,Other maintenance activity ,Metering,Number of main metering assets,0's,838.0,639.0,10.7,2.5,5.0,Transgrid 2023-24 - Category Analysis - RIN Response - Consolidated - 31 October 2024 - PUBLIC(17496053.2).xlsx,2.8 Maintenance,22
2023-24,,Communications,Number of main communications assets,0's,1790.0,974.0,10.6,1.0,3.0,Transgrid 2023-24 - Category Analysis - RIN Response - Consolidated - 31 October 2024 - PUBLIC(17496053.2).xlsx,2.8 Maintenance,23
