reporting_period,maintenance_activity,maintenance_asset_category,measure_asset_quantity,source_unit,asset_quantity_at_year_end,quantity_inspected_maintained,average_age_of_asset_group,inspection_cycle_years,maintenance_cycle_years,source_workbook,source_sheet,source_row,business,landing_page_url,source_page_url,metadata_match_status,maintenance_activity_resolved,activity_resolution_status,activity_anchor_source_row,row_classification,analytic_row_eligible,maintenance_activity_standard_id,maintenance_activity_standard,maintenance_asset_standard_id,maintenance_asset_standard,activity_mapping_status,asset_mapping_status,quantity_unit_standard,quantity_scale_factor,quantity_unit_status,asset_quantity_at_year_end_standard,asset_quantity_at_year_end_status,quantity_inspected_maintained_standard,quantity_inspected_maintained_status,average_age_of_asset_group_standard,average_age_of_asset_group_status,inspection_cycle_years_standard,inspection_cycle_years_status,maintenance_cycle_years_standard,maintenance_cycle_years_status
2021-22,Transmission lines maintenance,Transmission cables,Route length,km,27.0,27.0,20.0,0.02,Nil. Cond mon.&corr mtce,ElectraNet 2021-22 - Category Analysis - RIN response - 28 October 2022 - PUBLIC(14582813.1).xlsx,2.8 Maintenance,15,ElectraNet,https://www.aer.gov.au/documents/electranet-2021-22-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=21,validated_manifest_match,Transmission lines maintenance,submitted,15,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_cables,Transmission cables,mapped,mapped,km,1.0,standardized_source_unit,27.0,numeric,27.0,numeric,20.0,numeric,0.02,numeric,,recognized_special
2021-22,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,0's,1738.0,1738.0,27.3,0.25,6,ElectraNet 2021-22 - Category Analysis - RIN response - 28 October 2022 - PUBLIC(14582813.1).xlsx,2.8 Maintenance,16,ElectraNet,https://www.aer.gov.au/documents/electranet-2021-22-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=21,validated_manifest_match,Substations equipment & property maintenance,submitted,16,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_switchbays,Substation switchbays (incl. Reactive plant),mapped,mapped,count,1.0,standardized_source_unit,1738.0,numeric,1738.0,numeric,27.3,numeric,0.25,numeric,6.0,numeric
2021-22,Substations equipment & property maintenance,Substation power transformers,Number of transformers,0's,146.0,146.0,28.0,0.25,6,ElectraNet 2021-22 - Category Analysis - RIN response - 28 October 2022 - PUBLIC(14582813.1).xlsx,2.8 Maintenance,17,ElectraNet,https://www.aer.gov.au/documents/electranet-2021-22-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=21,validated_manifest_match,Substations equipment & property maintenance,submitted,17,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_power_transformers,Substation power transformers,mapped,mapped,count,1.0,standardized_source_unit,146.0,numeric,146.0,numeric,28.0,numeric,0.25,numeric,6.0,numeric
2021-22,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,0's,77.0,77.0,42.9,0.25,0.5,ElectraNet 2021-22 - Category Analysis - RIN response - 28 October 2022 - PUBLIC(14582813.1).xlsx,2.8 Maintenance,18,ElectraNet,https://www.aer.gov.au/documents/electranet-2021-22-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=21,validated_manifest_match,Substations equipment & property maintenance,submitted,18,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_property,Substation property,mapped,mapped,count,1.0,standardized_source_unit,77.0,numeric,77.0,numeric,42.9,numeric,0.25,numeric,0.5,numeric
2021-22,SCADA & network control maintenance,SCADA & network control maintenance,NUMBER OF COMMS SITES,,118.0,118.0,33.1,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2021-22 - Category Analysis - RIN response - 28 October 2022 - PUBLIC(14582813.1).xlsx,2.8 Maintenance,19,ElectraNet,https://www.aer.gov.au/documents/electranet-2021-22-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=21,validated_manifest_match,SCADA & network control maintenance,submitted,19,meaningful,True,scada_network_control_maintenance,SCADA & network control maintenance,scada_network_control,SCADA & network control maintenance,mapped,mapped,count,1.0,inferred_from_measure,118.0,numeric,118.0,numeric,33.1,numeric,0.5,numeric,,recognized_special
2021-22,Protection systems maintenance,Protection systems maintenance,NUMBER OF PROTECTION SYSTEMS,,1545.0,1545.0,14.7,0.25,4,ElectraNet 2021-22 - Category Analysis - RIN response - 28 October 2022 - PUBLIC(14582813.1).xlsx,2.8 Maintenance,20,ElectraNet,https://www.aer.gov.au/documents/electranet-2021-22-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=21,validated_manifest_match,Protection systems maintenance,submitted,20,meaningful,True,protection_systems_maintenance,Protection systems maintenance,protection_systems,Protection systems maintenance,mapped,mapped,count,1.0,inferred_from_measure,1545.0,numeric,1545.0,numeric,14.7,numeric,0.25,numeric,4.0,numeric
2021-22,Other maintenance activity ,Right of Way (Row) Maintenance,LENGTH (ROUTE KM),,4509.8,4509.8,50.6,0.5,3,ElectraNet 2021-22 - Category Analysis - RIN response - 28 October 2022 - PUBLIC(14582813.1).xlsx,2.8 Maintenance,21,ElectraNet,https://www.aer.gov.au/documents/electranet-2021-22-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=21,validated_manifest_match,Other maintenance activity ,submitted,21,meaningful,True,other_maintenance_activity,Other maintenance activity,right_of_way_maintenance,Right of way (ROW) maintenance,mapped,mapped,km,1.0,inferred_from_measure,4509.8,numeric,4509.8,numeric,50.6,numeric,0.5,numeric,3.0,numeric
2022-23,Transmission lines maintenance,Transmission towers,Number of towers,0's,13699.0,13699.0,48.7,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,12,ElectraNet,https://www.aer.gov.au/documents/electranet-2022-23-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=8,validated_manifest_match,Transmission lines maintenance,submitted,12,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_towers,Transmission towers,mapped,mapped,count,1.0,standardized_source_unit,13699.0,numeric,13699.0,numeric,48.7,numeric,0.5,numeric,,recognized_special
2022-23,Transmission lines maintenance,Transmission tower support structures,Number of towers,0's,61006.0,61006.0,45.38,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,13,ElectraNet,https://www.aer.gov.au/documents/electranet-2022-23-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=8,validated_manifest_match,Transmission lines maintenance,submitted,13,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_tower_support_structures,Transmission tower support structures,mapped,mapped,count,1.0,standardized_source_unit,61006.0,numeric,61006.0,numeric,45.38,numeric,0.5,numeric,,recognized_special
2022-23,Transmission lines maintenance,Conductors,Route length,km,6014.67,6014.67,46.36,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,14,ElectraNet,https://www.aer.gov.au/documents/electranet-2022-23-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=8,validated_manifest_match,Transmission lines maintenance,submitted,14,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,conductors,Conductors,mapped,mapped,km,1.0,standardized_source_unit,6014.67,numeric,6014.67,numeric,46.36,numeric,0.5,numeric,,recognized_special
2022-23,Transmission lines maintenance,Transmission cables,Route length,km,27.0,27.0,21.0,0.02,Nil. Cond mon.&corr mtce,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,15,ElectraNet,https://www.aer.gov.au/documents/electranet-2022-23-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=8,validated_manifest_match,Transmission lines maintenance,submitted,15,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_cables,Transmission cables,mapped,mapped,km,1.0,standardized_source_unit,27.0,numeric,27.0,numeric,21.0,numeric,0.02,numeric,,recognized_special
2022-23,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,0's,1761.0,1761.0,28.3,0.25,6,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,16,ElectraNet,https://www.aer.gov.au/documents/electranet-2022-23-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=8,validated_manifest_match,Substations equipment & property maintenance,submitted,16,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_switchbays,Substation switchbays (incl. Reactive plant),mapped,mapped,count,1.0,standardized_source_unit,1761.0,numeric,1761.0,numeric,28.3,numeric,0.25,numeric,6.0,numeric
2022-23,Substations equipment & property maintenance,Substation power transformers,Number of transformers,0's,147.0,147.0,28.9,0.25,6,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,17,ElectraNet,https://www.aer.gov.au/documents/electranet-2022-23-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=8,validated_manifest_match,Substations equipment & property maintenance,submitted,17,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_power_transformers,Substation power transformers,mapped,mapped,count,1.0,standardized_source_unit,147.0,numeric,147.0,numeric,28.9,numeric,0.25,numeric,6.0,numeric
2022-23,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,0's,77.0,77.0,44.0,0.25,0.5,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,18,ElectraNet,https://www.aer.gov.au/documents/electranet-2022-23-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=8,validated_manifest_match,Substations equipment & property maintenance,submitted,18,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_property,Substation property,mapped,mapped,count,1.0,standardized_source_unit,77.0,numeric,77.0,numeric,44.0,numeric,0.25,numeric,0.5,numeric
2022-23,SCADA & network control maintenance,SCADA & network control maintenance,NUMBER OF COMMS SITES,,122.0,122.0,33.1,0.5,Nil. Cond mon.&corr mtce,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,19,ElectraNet,https://www.aer.gov.au/documents/electranet-2022-23-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=8,validated_manifest_match,SCADA & network control maintenance,submitted,19,meaningful,True,scada_network_control_maintenance,SCADA & network control maintenance,scada_network_control,SCADA & network control maintenance,mapped,mapped,count,1.0,inferred_from_measure,122.0,numeric,122.0,numeric,33.1,numeric,0.5,numeric,,recognized_special
2022-23,Protection systems maintenance,Protection systems maintenance,NUMBER OF PROTECTION SYSTEMS,,1624.0,1624.0,14.3,0.25,4,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,20,ElectraNet,https://www.aer.gov.au/documents/electranet-2022-23-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=8,validated_manifest_match,Protection systems maintenance,submitted,20,meaningful,True,protection_systems_maintenance,Protection systems maintenance,protection_systems,Protection systems maintenance,mapped,mapped,count,1.0,inferred_from_measure,1624.0,numeric,1624.0,numeric,14.3,numeric,0.25,numeric,4.0,numeric
2022-23,Other maintenance activity ,Right of Way (Row) Maintenance,LENGTH (ROUTE KM),,4773.2,4773.2,49.8,0.5,3,ElectraNet 2022-23 - Category analysis - RIN responses - Consolidated - 27 October 2023 - PUBLIC(15999621.1).xlsx,2.8 Maintenance,21,ElectraNet,https://www.aer.gov.au/documents/electranet-2022-23-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=8,validated_manifest_match,Other maintenance activity ,submitted,21,meaningful,True,other_maintenance_activity,Other maintenance activity,right_of_way_maintenance,Right of way (ROW) maintenance,mapped,mapped,km,1.0,inferred_from_measure,4773.2,numeric,4773.2,numeric,49.8,numeric,0.5,numeric,3.0,numeric
2023-24,Transmission lines maintenance,Transmission towers,Number of towers,number,13578.0,13578.0,47.9,0.5,,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,13,ElectraNet,https://www.aer.gov.au/documents/electranet-2023-24-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=23,validated_manifest_match,Transmission lines maintenance,submitted,13,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_towers,Transmission towers,mapped,mapped,count,1.0,standardized_source_unit,13578.0,numeric,13578.0,numeric,47.9,numeric,0.5,numeric,,blank
2023-24,Transmission lines maintenance,Transmission tower support structures,Number of towers,number,63115.0,63115.0,43.96,0.5,,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,14,ElectraNet,https://www.aer.gov.au/documents/electranet-2023-24-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=23,validated_manifest_match,Transmission lines maintenance,submitted,14,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_tower_support_structures,Transmission tower support structures,mapped,mapped,count,1.0,standardized_source_unit,63115.0,numeric,63115.0,numeric,43.96,numeric,0.5,numeric,,blank
2023-24,Transmission lines maintenance,Conductors,Route length,km,6211.59,6211.59,44.95,0.5,,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,15,ElectraNet,https://www.aer.gov.au/documents/electranet-2023-24-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=23,validated_manifest_match,Transmission lines maintenance,submitted,15,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,conductors,Conductors,mapped,mapped,km,1.0,standardized_source_unit,6211.59,numeric,6211.59,numeric,44.95,numeric,0.5,numeric,,blank
2023-24,Transmission lines maintenance,Transmission cables,Route length,km,27.0,27.0,22.0,0.02,,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,16,ElectraNet,https://www.aer.gov.au/documents/electranet-2023-24-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=23,validated_manifest_match,Transmission lines maintenance,submitted,16,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_cables,Transmission cables,mapped,mapped,km,1.0,standardized_source_unit,27.0,numeric,27.0,numeric,22.0,numeric,0.02,numeric,,blank
2023-24,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,number,1835.0,1835.0,28.8,0.25,6.0,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,17,ElectraNet,https://www.aer.gov.au/documents/electranet-2023-24-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=23,validated_manifest_match,Substations equipment & property maintenance,submitted,17,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_switchbays,Substation switchbays (incl. Reactive plant),mapped,mapped,count,1.0,standardized_source_unit,1835.0,numeric,1835.0,numeric,28.8,numeric,0.25,numeric,6.0,numeric
2023-24,Substations equipment & property maintenance,Substation power transformers,Number of transformers,number,152.0,152.0,28.0,0.25,6.0,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,18,ElectraNet,https://www.aer.gov.au/documents/electranet-2023-24-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=23,validated_manifest_match,Substations equipment & property maintenance,submitted,18,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_power_transformers,Substation power transformers,mapped,mapped,count,1.0,standardized_source_unit,152.0,numeric,152.0,numeric,28.0,numeric,0.25,numeric,6.0,numeric
2023-24,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,number,78.0,78.0,44.4,0.25,0.5,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,19,ElectraNet,https://www.aer.gov.au/documents/electranet-2023-24-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=23,validated_manifest_match,Substations equipment & property maintenance,submitted,19,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_property,Substation property,mapped,mapped,count,1.0,standardized_source_unit,78.0,numeric,78.0,numeric,44.4,numeric,0.25,numeric,0.5,numeric
2023-24,SCADA & network control maintenance,SCADA & network control maintenance,NUMBER OF COMMS SITES,,126.0,126.0,33.0,0.5,,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,20,ElectraNet,https://www.aer.gov.au/documents/electranet-2023-24-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=23,validated_manifest_match,SCADA & network control maintenance,submitted,20,meaningful,True,scada_network_control_maintenance,SCADA & network control maintenance,scada_network_control,SCADA & network control maintenance,mapped,mapped,count,1.0,inferred_from_measure,126.0,numeric,126.0,numeric,33.0,numeric,0.5,numeric,,blank
2023-24,Protection systems maintenance,Protection systems maintenance,NUMBER OF PROTECTION SYSTEMS,,1678.0,1678.0,15.0,0.25,4.0,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,21,ElectraNet,https://www.aer.gov.au/documents/electranet-2023-24-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=23,validated_manifest_match,Protection systems maintenance,submitted,21,meaningful,True,protection_systems_maintenance,Protection systems maintenance,protection_systems,Protection systems maintenance,mapped,mapped,count,1.0,inferred_from_measure,1678.0,numeric,1678.0,numeric,15.0,numeric,0.25,numeric,4.0,numeric
2023-24,Other maintenance activity ,ROW MAINTENANCE,LENGTH (ROUTE KM),,4765.72,4765.72,51.4,0.5,3.0,ElectraNet 2023-24 - Category Analysis - RIN response - Consolidated - 31 October 2024 - PUBLIC(17494700.2).xlsx,2.8 Maintenance,22,ElectraNet,https://www.aer.gov.au/documents/electranet-2023-24-category-analysis-rin-templates,https://www.aer.gov.au/authors/electranet?page=23,validated_manifest_match,Other maintenance activity ,submitted,22,meaningful,True,other_maintenance_activity,Other maintenance activity,right_of_way_maintenance,Right of way (ROW) maintenance,mapped,mapped,km,1.0,inferred_from_measure,4765.72,numeric,4765.72,numeric,51.4,numeric,0.5,numeric,3.0,numeric
2019-20,Transmission lines maintenance,Transmission towers,Number of towers,0's,23537.0,23537.0,31.18,1.0,0,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,12,Powerlink,https://www.aer.gov.au/documents/powerlink-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Powerlink+2019%E2%80%9320,validated_manifest_match,Transmission lines maintenance,submitted,12,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_towers,Transmission towers,mapped,mapped,count,1.0,standardized_source_unit,23537.0,numeric,23537.0,numeric,31.18,numeric,1.0,numeric,0.0,numeric
2019-20,Transmission lines maintenance,Transmission tower support structures,Number of towers,0's,23537.0,23537.0,31.18,1.0,0,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,13,Powerlink,https://www.aer.gov.au/documents/powerlink-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Powerlink+2019%E2%80%9320,validated_manifest_match,Transmission lines maintenance,submitted,13,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_tower_support_structures,Transmission tower support structures,mapped,mapped,count,1.0,standardized_source_unit,23537.0,numeric,23537.0,numeric,31.18,numeric,1.0,numeric,0.0,numeric
2019-20,Transmission lines maintenance,Conductors,Route length,km,9627.0,9627.0,29.06,1.0,0,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,14,Powerlink,https://www.aer.gov.au/documents/powerlink-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Powerlink+2019%E2%80%9320,validated_manifest_match,Transmission lines maintenance,submitted,14,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,conductors,Conductors,mapped,mapped,km,1.0,standardized_source_unit,9627.0,numeric,9627.0,numeric,29.06,numeric,1.0,numeric,0.0,numeric
2019-20,Transmission lines maintenance,Transmission cables,Route length,km,20.24,20.24,22.07,0.5,0,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,15,Powerlink,https://www.aer.gov.au/documents/powerlink-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Powerlink+2019%E2%80%9320,validated_manifest_match,Transmission lines maintenance,submitted,15,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_cables,Transmission cables,mapped,mapped,km,1.0,standardized_source_unit,20.24,numeric,20.24,numeric,22.07,numeric,0.5,numeric,0.0,numeric
2019-20,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,0's,1485.0,1485.0,17.88,0.5,6,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,16,Powerlink,https://www.aer.gov.au/documents/powerlink-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Powerlink+2019%E2%80%9320,validated_manifest_match,Substations equipment & property maintenance,submitted,16,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_switchbays,Substation switchbays (incl. Reactive plant),mapped,mapped,count,1.0,standardized_source_unit,1485.0,numeric,1485.0,numeric,17.88,numeric,0.5,numeric,6.0,numeric
2019-20,Substations equipment & property maintenance,Substation power transformers,Number of transformers,0's,201.0,201.0,19.62,0.5,6,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,17,Powerlink,https://www.aer.gov.au/documents/powerlink-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Powerlink+2019%E2%80%9320,validated_manifest_match,Substations equipment & property maintenance,submitted,17,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_power_transformers,Substation power transformers,mapped,mapped,count,1.0,standardized_source_unit,201.0,numeric,201.0,numeric,19.62,numeric,0.5,numeric,6.0,numeric
2019-20,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,0's,127.0,127.0,29.04,0.5,0,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,18,Powerlink,https://www.aer.gov.au/documents/powerlink-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Powerlink+2019%E2%80%9320,validated_manifest_match,Substations equipment & property maintenance,submitted,18,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_property,Substation property,mapped,mapped,count,1.0,standardized_source_unit,127.0,numeric,127.0,numeric,29.04,numeric,0.5,numeric,0.0,numeric
2019-20,SCADA & network control maintenance,SCADA & network control maintenance,COMMS AND SCADA EQUIPMENT,,5998.0,5998.0,11.044,1.0,0,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,19,Powerlink,https://www.aer.gov.au/documents/powerlink-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Powerlink+2019%E2%80%9320,validated_manifest_match,SCADA & network control maintenance,submitted,19,meaningful,True,scada_network_control_maintenance,SCADA & network control maintenance,scada_network_control,SCADA & network control maintenance,mapped,mapped,count,1.0,inferred_from_measure,5998.0,numeric,5998.0,numeric,11.044,numeric,1.0,numeric,0.0,numeric
2019-20,Protection systems maintenance,Protection systems maintenance,PROTECTION RELAYS,,5027.0,5027.0,10.477,6.0,0,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,20,Powerlink,https://www.aer.gov.au/documents/powerlink-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Powerlink+2019%E2%80%9320,validated_manifest_match,Protection systems maintenance,submitted,20,meaningful,True,protection_systems_maintenance,Protection systems maintenance,protection_systems,Protection systems maintenance,mapped,mapped,count,1.0,inferred_from_measure,5027.0,numeric,5027.0,numeric,10.477,numeric,6.0,numeric,0.0,numeric
2019-20,Other maintenance activity ,TRANSMISSION TOWERS SUPPORT STRUCTURES,INSULATOR STRINGS (000's),,168.0,1.433,17.67,5.861,0,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,21,Powerlink,https://www.aer.gov.au/documents/powerlink-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Powerlink+2019%E2%80%9320,validated_manifest_match,Other maintenance activity ,submitted,21,meaningful,True,other_maintenance_activity,Other maintenance activity,transmission_tower_support_structures,Transmission tower support structures,mapped,mapped,count,1000.0,inferred_from_measure,168000.0,numeric,1433.0,numeric,17.67,numeric,5.861,numeric,0.0,numeric
2019-20,,CORRIDOR MAINTENANCE (NON VEG),LENGTH (ROUTE KM),,9634.0,1372.0,31.18,1.0,0,Powerlink 2019-20 - Category Analysis - RIN Response - Consolidated - 23 October 2020 - PUBLIC (11647526.2).xlsx,2.8 Maintenance,22,Powerlink,https://www.aer.gov.au/documents/powerlink-2019-20-category-analysis-rin-templates,https://www.aer.gov.au/search?search=Powerlink+2019%E2%80%9320,validated_manifest_match,Other maintenance activity ,continued_group_label,21,meaningful,True,other_maintenance_activity,Other maintenance activity,corridor_maintenance_non_vegetation,Corridor maintenance (non-vegetation),mapped,mapped,km,1.0,inferred_from_measure,9634.0,numeric,1372.0,numeric,31.18,numeric,1.0,numeric,0.0,numeric
2020-21,Transmission lines maintenance,Transmission towers,Number of towers,0's,23550.0,23550.0,32.12,1.0,,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,12,Powerlink,https://www.aer.gov.au/documents/powerlink-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=11,validated_manifest_match,Transmission lines maintenance,submitted,12,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_towers,Transmission towers,mapped,mapped,count,1.0,standardized_source_unit,23550.0,numeric,23550.0,numeric,32.12,numeric,1.0,numeric,,blank
2020-21,Transmission lines maintenance,Transmission tower support structures,Number of towers,0's,23550.0,23550.0,32.12,1.0,,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,13,Powerlink,https://www.aer.gov.au/documents/powerlink-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=11,validated_manifest_match,Transmission lines maintenance,submitted,13,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_tower_support_structures,Transmission tower support structures,mapped,mapped,count,1.0,standardized_source_unit,23550.0,numeric,23550.0,numeric,32.12,numeric,1.0,numeric,,blank
