reporting_period,maintenance_activity,maintenance_asset_category,measure_asset_quantity,source_unit,asset_quantity_at_year_end,quantity_inspected_maintained,average_age_of_asset_group,inspection_cycle_years,maintenance_cycle_years,source_workbook,source_sheet,source_row,business,landing_page_url,source_page_url,metadata_match_status,maintenance_activity_resolved,activity_resolution_status,activity_anchor_source_row,row_classification,analytic_row_eligible,maintenance_activity_standard_id,maintenance_activity_standard,maintenance_asset_standard_id,maintenance_asset_standard,activity_mapping_status,asset_mapping_status,quantity_unit_standard,quantity_scale_factor,quantity_unit_status,asset_quantity_at_year_end_standard,asset_quantity_at_year_end_status,quantity_inspected_maintained_standard,quantity_inspected_maintained_status,average_age_of_asset_group_standard,average_age_of_asset_group_status,inspection_cycle_years_standard,inspection_cycle_years_status,maintenance_cycle_years_standard,maintenance_cycle_years_status
2020-21,Transmission lines maintenance,Conductors,Route length,km,9629.0,9629.0,30.0,1.0,,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,14,Powerlink,https://www.aer.gov.au/documents/powerlink-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=11,validated_manifest_match,Transmission lines maintenance,submitted,14,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,conductors,Conductors,mapped,mapped,km,1.0,standardized_source_unit,9629.0,numeric,9629.0,numeric,30.0,numeric,1.0,numeric,,blank
2020-21,Transmission lines maintenance,Transmission cables,Route length,km,20.24,20.24,23.07,1.0,,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,15,Powerlink,https://www.aer.gov.au/documents/powerlink-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=11,validated_manifest_match,Transmission lines maintenance,submitted,15,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_cables,Transmission cables,mapped,mapped,km,1.0,standardized_source_unit,20.24,numeric,20.24,numeric,23.07,numeric,1.0,numeric,,blank
2020-21,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,0's,1482.0,1482.0,18.09,0.5,6.0,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,16,Powerlink,https://www.aer.gov.au/documents/powerlink-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=11,validated_manifest_match,Substations equipment & property maintenance,submitted,16,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_switchbays,Substation switchbays (incl. Reactive plant),mapped,mapped,count,1.0,standardized_source_unit,1482.0,numeric,1482.0,numeric,18.09,numeric,0.5,numeric,6.0,numeric
2020-21,Substations equipment & property maintenance,Substation power transformers,Number of transformers,0's,201.0,201.0,20.18,0.5,6.0,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,17,Powerlink,https://www.aer.gov.au/documents/powerlink-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=11,validated_manifest_match,Substations equipment & property maintenance,submitted,17,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_power_transformers,Substation power transformers,mapped,mapped,count,1.0,standardized_source_unit,201.0,numeric,201.0,numeric,20.18,numeric,0.5,numeric,6.0,numeric
2020-21,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,0's,128.0,128.0,29.83,0.5,,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,18,Powerlink,https://www.aer.gov.au/documents/powerlink-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=11,validated_manifest_match,Substations equipment & property maintenance,submitted,18,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_property,Substation property,mapped,mapped,count,1.0,standardized_source_unit,128.0,numeric,128.0,numeric,29.83,numeric,0.5,numeric,,blank
2020-21,SCADA & network control maintenance,SCADA & network control maintenance,Comms and SCADA equipment,,6212.0,6212.0,11.48,1.0,,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,19,Powerlink,https://www.aer.gov.au/documents/powerlink-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=11,validated_manifest_match,SCADA & network control maintenance,submitted,19,meaningful,True,scada_network_control_maintenance,SCADA & network control maintenance,scada_network_control,SCADA & network control maintenance,mapped,mapped,count,1.0,inferred_from_measure,6212.0,numeric,6212.0,numeric,11.48,numeric,1.0,numeric,,blank
2020-21,Protection systems maintenance,Protection systems maintenance,Protection relays,,5030.0,5030.0,11.12,6.0,,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,20,Powerlink,https://www.aer.gov.au/documents/powerlink-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=11,validated_manifest_match,Protection systems maintenance,submitted,20,meaningful,True,protection_systems_maintenance,Protection systems maintenance,protection_systems,Protection systems maintenance,mapped,mapped,count,1.0,inferred_from_measure,5030.0,numeric,5030.0,numeric,11.12,numeric,6.0,numeric,,blank
2020-21,Other maintenance activity ,Tramsission tower support structures,Insulator Strings (000's),,168.5,1457.0,17.76,5.782,,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,21,Powerlink,https://www.aer.gov.au/documents/powerlink-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=11,validated_manifest_match,Other maintenance activity ,submitted,21,meaningful,True,other_maintenance_activity,Other maintenance activity,transmission_tower_support_structures,Transmission tower support structures,mapped,mapped,count,1000.0,inferred_from_measure,168500.0,numeric,1457000.0,numeric,17.76,numeric,5.782,numeric,,blank
2020-21,,Corridor maintenance (Non vegetation),Length (Route km),km,9636.0,1363.0,32.12,1.0,,Powerlink 2020-21 - Category Analysis - RIN Response - Consolidated - 20 October 2021 - PUBLIC(12941266.1).xlsx,2.8 Maintenance,22,Powerlink,https://www.aer.gov.au/documents/powerlink-2020-21-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=11,validated_manifest_match,Other maintenance activity ,continued_group_label,21,meaningful,True,other_maintenance_activity,Other maintenance activity,corridor_maintenance_non_vegetation,Corridor maintenance (non-vegetation),mapped,mapped,km,1.0,standardized_source_unit,9636.0,numeric,1363.0,numeric,32.12,numeric,1.0,numeric,,blank
2021-22,Transmission lines maintenance,Transmission towers,Number of towers,0's,23551.0,23551.0,33.13,1.0,0,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,12,Powerlink,https://www.aer.gov.au/documents/powerlink-2021-22-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=12,validated_manifest_match,Transmission lines maintenance,submitted,12,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_towers,Transmission towers,mapped,mapped,count,1.0,standardized_source_unit,23551.0,numeric,23551.0,numeric,33.13,numeric,1.0,numeric,0.0,numeric
2021-22,Transmission lines maintenance,Transmission tower support structures,Number of towers,0's,23551.0,23551.0,33.13,1.0,0,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,13,Powerlink,https://www.aer.gov.au/documents/powerlink-2021-22-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=12,validated_manifest_match,Transmission lines maintenance,submitted,13,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_tower_support_structures,Transmission tower support structures,mapped,mapped,count,1.0,standardized_source_unit,23551.0,numeric,23551.0,numeric,33.13,numeric,1.0,numeric,0.0,numeric
2021-22,Transmission lines maintenance,Conductors,Route length,km,9629.0,9629.0,31.0,1.0,0,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,14,Powerlink,https://www.aer.gov.au/documents/powerlink-2021-22-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=12,validated_manifest_match,Transmission lines maintenance,submitted,14,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,conductors,Conductors,mapped,mapped,km,1.0,standardized_source_unit,9629.0,numeric,9629.0,numeric,31.0,numeric,1.0,numeric,0.0,numeric
2021-22,Transmission lines maintenance,Transmission cables,Route length,km,20.24,20.24,24.07,1.0,0,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,15,Powerlink,https://www.aer.gov.au/documents/powerlink-2021-22-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=12,validated_manifest_match,Transmission lines maintenance,submitted,15,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_cables,Transmission cables,mapped,mapped,km,1.0,standardized_source_unit,20.24,numeric,20.24,numeric,24.07,numeric,1.0,numeric,0.0,numeric
2021-22,Substations equipment & property maintenance,Substation switchbays (incl. Reactive plant),Number of switchbays,0's,1475.0,1475.0,18.42,0.5,6,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,16,Powerlink,https://www.aer.gov.au/documents/powerlink-2021-22-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=12,validated_manifest_match,Substations equipment & property maintenance,submitted,16,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_switchbays,Substation switchbays (incl. Reactive plant),mapped,mapped,count,1.0,standardized_source_unit,1475.0,numeric,1475.0,numeric,18.42,numeric,0.5,numeric,6.0,numeric
2021-22,Substations equipment & property maintenance,Substation power transformers,Number of transformers,0's,197.0,197.0,20.18,0.5,6,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,17,Powerlink,https://www.aer.gov.au/documents/powerlink-2021-22-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=12,validated_manifest_match,Substations equipment & property maintenance,submitted,17,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_power_transformers,Substation power transformers,mapped,mapped,count,1.0,standardized_source_unit,197.0,numeric,197.0,numeric,20.18,numeric,0.5,numeric,6.0,numeric
2021-22,Substations equipment & property maintenance,Substation property,Number of substation properties maintained,0's,128.0,128.0,30.83,0.5,6,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,18,Powerlink,https://www.aer.gov.au/documents/powerlink-2021-22-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=12,validated_manifest_match,Substations equipment & property maintenance,submitted,18,meaningful,True,substations_equipment_property_maintenance,Substations equipment & property maintenance,substation_property,Substation property,mapped,mapped,count,1.0,standardized_source_unit,128.0,numeric,128.0,numeric,30.83,numeric,0.5,numeric,6.0,numeric
2021-22,SCADA & network control maintenance,SCADA & network control maintenance,Comms and SCADA equipment,,6386.0,6386.0,11.929,1.0,0,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,19,Powerlink,https://www.aer.gov.au/documents/powerlink-2021-22-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=12,validated_manifest_match,SCADA & network control maintenance,submitted,19,meaningful,True,scada_network_control_maintenance,SCADA & network control maintenance,scada_network_control,SCADA & network control maintenance,mapped,mapped,count,1.0,inferred_from_measure,6386.0,numeric,6386.0,numeric,11.929,numeric,1.0,numeric,0.0,numeric
2021-22,Protection systems maintenance,Protection systems maintenance,Protection relays,,4967.0,4967.0,11.691,6.0,0,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,20,Powerlink,https://www.aer.gov.au/documents/powerlink-2021-22-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=12,validated_manifest_match,Protection systems maintenance,submitted,20,meaningful,True,protection_systems_maintenance,Protection systems maintenance,protection_systems,Protection systems maintenance,mapped,mapped,count,1.0,inferred_from_measure,4967.0,numeric,4967.0,numeric,11.691,numeric,6.0,numeric,0.0,numeric
2021-22,Other maintenance activity ,Transmission tower support structures,Insulator strings (000's),,168.845,1.48,16.56,5.706,0,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,21,Powerlink,https://www.aer.gov.au/documents/powerlink-2021-22-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=12,validated_manifest_match,Other maintenance activity ,submitted,21,meaningful,True,other_maintenance_activity,Other maintenance activity,transmission_tower_support_structures,Transmission tower support structures,mapped,mapped,count,1000.0,inferred_from_measure,168845.0,numeric,1480.0,numeric,16.56,numeric,5.706,numeric,0.0,numeric
2021-22,,Corridor maintenance (non vegetation),Length (Route km),,9636.0,1549.0,33.13,1.0,0,Powerlink 2021-22 - Category analysis - Consolidated - 26 October 2022 - PUBLIC(14556313.1).xlsx,2.8 Maintenance,22,Powerlink,https://www.aer.gov.au/documents/powerlink-2021-22-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=12,validated_manifest_match,Other maintenance activity ,continued_group_label,21,meaningful,True,other_maintenance_activity,Other maintenance activity,corridor_maintenance_non_vegetation,Corridor maintenance (non-vegetation),mapped,mapped,km,1.0,inferred_from_measure,9636.0,numeric,1549.0,numeric,33.13,numeric,1.0,numeric,0.0,numeric
2022-23,Transmission lines maintenance,Transmission towers,Number of towers,number,23599.0,23599.0,34.09,1.0,0,Powerlink 2022-23 - Category Analysis - RIN Response - Consolidated - 27 October 2023 - PUBLIC(15996094.1).xlsx,2.8 Maintenance,13,Powerlink,https://www.aer.gov.au/documents/powerlink-2022-23-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=12,validated_manifest_match,Transmission lines maintenance,submitted,13,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_towers,Transmission towers,mapped,mapped,count,1.0,standardized_source_unit,23599.0,numeric,23599.0,numeric,34.09,numeric,1.0,numeric,0.0,numeric
2022-23,Transmission lines maintenance,Transmission tower support structures,Number of towers,number,23599.0,23599.0,34.1,1.0,0,Powerlink 2022-23 - Category Analysis - RIN Response - Consolidated - 27 October 2023 - PUBLIC(15996094.1).xlsx,2.8 Maintenance,14,Powerlink,https://www.aer.gov.au/documents/powerlink-2022-23-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=12,validated_manifest_match,Transmission lines maintenance,submitted,14,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,transmission_tower_support_structures,Transmission tower support structures,mapped,mapped,count,1.0,standardized_source_unit,23599.0,numeric,23599.0,numeric,34.1,numeric,1.0,numeric,0.0,numeric
2022-23,Transmission lines maintenance,Conductors,Route length,km,9636.0,9636.0,31.97,1.0,0,Powerlink 2022-23 - Category Analysis - RIN Response - Consolidated - 27 October 2023 - PUBLIC(15996094.1).xlsx,2.8 Maintenance,15,Powerlink,https://www.aer.gov.au/documents/powerlink-2022-23-category-analysis-rin-templates,https://www.aer.gov.au/authors/powerlink?page=12,validated_manifest_match,Transmission lines maintenance,submitted,15,meaningful,True,transmission_lines_maintenance,Transmission lines maintenance,conductors,Conductors,mapped,mapped,km,1.0,standardized_source_unit,9636.0,numeric,9636.0,numeric,31.97,numeric,1.0,numeric,0.0,numeric
